Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,report_number,local_case_number_x,agency_name_x,acrs_report_type_x,crash_date_time_x,route_type_x,road_name_x,cross_street_type_x,cross_street_name_x,off_road_description_x,municipality_x,related_non_motorist_x,collision_type_x,weather_x,surface_condition_x,light_x,traffic_control_x,driver_substance_abuse_x,non_motorist_substance_abuse_x,person_id,pedestrian_type,pedestrian_movement,pedestrian_actions,pedestrian_location,pedestrian_obeyed_traffic_signal,pedestrian_visibility,at_fault_x,injury_severity,safety_equipment,latitude_x,longitude_x,geolocation_x,crashdate,year,on_offroad,serious_fatal_injury,crashtime,day_night,month,season,dartdash,pedestrian_yes_no,at_fault_binary,weekday_day,weekdays_y_n,county_road,hit_run,mile_point,mile_point_direction,lane_direction,lane_number,lane_type,number_of_lanes,direction,distance,distance_unit,road_grade,nontraffic,first_harmful_event,second_harmful_event,fixed_oject_struck,junction,intersection_type,intersection_area,road_alignment,road_condition,road_division,Reportnumber,NonMotoristSex,NonMotoristDOB,age,adult_yes_no,agegroup,month_year,Name,FolderPath,SymbolID,AltMode,Base,Clamped,Extruded,Snippet,PopupInfo,BUFF_DIST,ORIG_FID,COUNT,ObjectId,GeogName,ActName,Shape_Length,Shape_Area
0,2944,0,2944,MCP30890020,0.000000000000000,,,,,,,,,,,,,,,,,,1B7528F8-1F65-4815-91F3-A832818DC315,PEDESTRIAN,Cross/Enter at Intersection,N/A,AT INTERSECTION MARKED CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,12/20/2018,2018,On road,not serious/fatal,20:33:00,day,12,winter,not dart dash,pedestrian,,,weekday,County,Yes,0.68,East,South,2,,2,East,0,FEET,N/A,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,N/A,"TWO-WAY, NOT DIVIDED",MCP30890020,F,6/26/2002,16,Not adult,15 to 18,2018-12,,,,,,,,,,,,,2944,,,,
0,2945,1,2945,MCP3109001T,0.000000000000000,,,,,,,,,,,,,,,,,,11F93A90-257F-414D-A0EC-3DCCB589FCAD,PEDESTRIAN,Cross/Enter at Intersection,UNKNOWN,ON ROADWAY AT CROSSWALK,UNKNOWN,DARK CLOTHING,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,12/20/2018,2018,On road,not serious/fatal,12:05:00,day,12,winter,not dart dash,pedestrian,,,weekday,County,No,0.31,East,West,1,,2,East,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",MCP3109001T,F,7/31/1974,44,Adult,19+,2018-12,,,,,,,,,,,,,2945,647 - WALK AREA,647 - SILVER SPRING INTERNATIONAL MS REGULAR,,
0,2946,2,2946,MCP2546002M,0.000000000000000,,,,,,,,,,,,,,,,,,7D7FE669-3494-423D-A2EF-6F7501078ECF,PEDESTRIAN,Unknown,UNKNOWN,ON ROADWAY NOT AT CROSSWALK,N/A,LIGHT CLOTHING,,FATAL INJURY,NONE,0.000000000000000,0.000000000000000,,12/19/2018,2018,On road,serious/fatal,20:17:00,day,12,winter,not dart dash,pedestrian,,,weekday,County,No,1.14,East,East,1,,3,East,25,FEET,HILL UPHILL,No,PEDESTRIAN,N/A,N/A,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP2546002M,F,6/1/1968,50,Adult,19+,2018-12,,,,,,,,,,,,,2946,157 - WALK AREA,157 - CLEMENTE MS REGULAR,,
0,2947,0,2947,MCP3109001S,0.000000000000000,,,,,,,,,,,,,,,,,,9C9CB870-5BB6-4277-B76C-AF4DD0EBFA2C,PEDESTRIAN,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,N/A,,POSSIBLE INJURY,N/A,0.000000000000000,0.000000000000000,,12/19/2018,2018,On road,not serious/fatal,11:45:00,day,12,winter,not dart dash,pedestrian,,,weekday,Not county,No,3.48,East,North,2,,3,East,0,FEET,HILL UPHILL,No,PEDESTRIAN,OTHER VEHICLE,N/A,INTERSECTION,FOUR-WAY INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP3109001S,F,8/19/1992,26,Adult,19+,2018-12,,,,,,,,,,,,7270.000000000000000,2947,,,,
0,2948,0,2948,DD5527001Z,0.000000000000000,,,,,,,,,,,,,,,,,,12D266AE-AB8D-4CC4-84F5-5ECCFAEEA46D,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,12/19/2018,2018,On road,not serious/fatal,8:33:00,day,12,winter,not dart dash,pedestrian,,,weekday,Not county,No,0.17,North,South,1,,1,North,0,FEET,HILL UPHILL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,T-INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",DD5527001Z,F,8/15/2008,10,Not adult,5 to 11,2018-12,,,,,,,,,,,,,2948,,,,
0,2949,0,2949,DD5527001Z,0.000000000000000,,,,,,,,,,,,,,,,,,6C6F4640-E1F0-4ADE-8DA7-62E1B15F315C,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,N/A,NO PED. SIGNAL,MIXED CLOTHING,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,12/19/2018,2018,On road,not serious/fatal,8:33:00,day,12,winter,not dart dash,pedestrian,,,weekday,Not county,No,0.17,North,South,1,,1,North,0,FEET,HILL UPHILL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,T-INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",DD5527001Z,F,9/1/1970,48,Adult,19+,2018-12,,,,,,,,,,,,,2949,,,,
0,2950,1,2950,MCP209400CY,0.000000000000000,,,,,,,,,,,,,,,,,,C9A46963-A192-46C1-A99D-D7CA391736DE,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,12/18/2018,2018,On road,not serious/fatal,10:43:00,day,12,winter,not dart dash,pedestrian,,,weekday,County,No,0.36,South,South,1,,4,South,100,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,NON INTERSECTION,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP209400CY,F,10/7/1951,67,Adult,19+,2018-12,,,,,,,,,,,,7270.000000000000000,2950,406 - WALK AREA,406 - B-CC HS REGULAR,,
0,2951,0,2951,MCP1151008S,0.000000000000000,,,,,,,,,,,,,,,,,,0B940B8E-DBEB-44DB-9C93-9C15DC1C16E4,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,12/18/2018,2018,On road,not serious/fatal,7:50:00,day,12,winter,not dart dash,pedestrian,,,weekday,County,No,0.86,North,South,1,,1,North,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP1151008S,F,7/13/1970,48,Adult,19+,2018-12,,,,,,,,,,,,,2951,,,,
0,2952,0,2952,MCP28660054,0.000000000000000,,,,,,,,,,,,,,,,,,18FF8A9B-CC47-4E6E-A8E3-E89F1D975197,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,12/17/2018,2018,On road,not serious/fatal,19:56:00,day,12,winter,not dart dash,pedestrian,,,weekday,County,Yes,1.66,East,East,1,,2,East,0,FEET,GRADE DOWNHILL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP28660054,M,8/20/1950,68,Adult,19+,2018-12,,,,,,,,,,,,,2952,,,,
0,2953,2,2953,DM8388002P,0.000000000000000,,,,,,,,,,,,,,,,,,BF1CB116-39F2-4829-BA8B-7C69246CBD4D,PEDESTRIAN,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,MIXED CLOTHING,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,12/17/2018,2018,Off road,not serious/fatal,13:37:00,day,12,winter,not dart dash,pedestrian,,,weekday,Not county,No,NA,,,0,,0,,NA,,,Yes,PEDESTRIAN,N/A,N/A,,,,,,,DM8388002P,F,5/9/1984,34,Adult,19+,2018-12,,,,,,,,,,,,,2953,212 - WALK AREA,212 - MEADOW HALL ES REGULAR,,
0,2954,2,2954,MCP3122001Q,0.000000000000000,,,,,,,,,,,,,,,,,,A62C3D06-157D-47A7-B3C4-75ED4A4CBD1B,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,,POSSIBLE INJURY,N/A,0.000000000000000,0.000000000000000,,12/17/2018,2018,On road,not serious/fatal,9:08:00,day,12,winter,not dart dash,pedestrian,,,weekday,County,No,3.64,East,West,0,RIGHT TURN LANE,3,West,5,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION RELATED,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP3122001Q,F,7/27/1958,60,Adult,19+,2018-12,,,,,,,,,,,,,2954,817 - WALK AREA,817 - GLENALLAN ES REGULAR,,
0,2955,0,2955,MCP2707001D,0.000000000000000,,,,,,,,,,,,,,,,,,0A3109EA-795A-49B6-94DB-8F54EA8E1C55,PEDESTRIAN,Cross/Enter at Intersection,INATTENTIVE,AT INTERSECTION MARKED CROSSWALK,NO PED. SIGNAL,N/A,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,12/17/2018,2018,On road,not serious/fatal,8:00:00,day,12,winter,not dart dash,pedestrian,,,weekday,Not county,Yes,12.73,North,North,0,ON RAMP,3,North,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERCHANGE RELATED,OTHER,ON RAMP ENTRANCE AREA,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP2707001D,M,2/22/1980,38,Adult,19+,2018-12,,,,,,,,,,,,,2955,,,,
0,2956,1,2956,MCP2450002C,0.000000000000000,,,,,,,,,,,,,,,,,,2072C8A0-98F5-4A8D-86F4-D650291DA5AE,PEDESTRIAN,Cross/Enter not at Intersection,IN ROADWAY IMPROPERLY,MEDIAN,NO PED. SIGNAL,UNKNOWN,,POSSIBLE INJURY,N/A,0.000000000000000,0.000000000000000,,12/16/2018,2018,On road,not serious/fatal,20:55:00,day,12,winter,not dart dash,pedestrian,,,weekend,County,No,6.02,East,East,3,,3,East,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION RELATED,FOUR-WAY INTERSECTION,INTERSECTION RELATED,STRAIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,MCP2450002C,F,9/11/1994,24,Adult,19+,2018-12,,,,,,,,,,,,7270.000000000000000,2956,775 - WALK AREA,775 - EASTERN MS REGULAR,,
0,2957,0,2957,MCP30710013,0.000000000000000,,,,,,,,,,,,,,,,,,309B8CEE-3CB5-4976-8A54-C72814BFAEAF,PEDESTRIAN,Other,NO IMPROPER ACTIONS,SIDEWALK,N/A,N/A,,NO APPARENT INJURY,NONE,0.000000000000000,0.000000000000000,,12/16/2018,2018,Off road,not serious/fatal,18:01:00,day,12,winter,not dart dash,pedestrian,,,weekend,Not county,No,NA,,,0,,0,,NA,,,Yes,OTHER VEHICLE,PEDESTRIAN,N/A,,,,,,,MCP30710013,F,9/3/1970,48,Adult,19+,2018-12,,,,,,,,,,,,,2957,,,,
0,2958,1,2958,MCP2777004Z,0.000000000000000,,,,,,,,,,,,,,,,,,127ED9F2-9A58-4C6E-BA9D-83C78C196CDE,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,,POSSIBLE INJURY,NONE,0.000000000000000,0.000000000000000,,12/15/2018,2018,On road,not serious/fatal,17:40:00,day,12,winter,not dart dash,pedestrian,,,weekend,County,No,0.97,South,South,1,,2,South,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP2777004Z,M,6/18/1942,76,Adult,19+,2018-12,,,,,,,,,,,,7270.000000000000000,2958,406 - WALK AREA,406 - B-CC HS REGULAR,,
0,2959,1,2959,MCP3139000X,0.000000000000000,,,,,,,,,,,,,,,,,,30DAEC1F-6F35-4074-93BE-D7AB459DC2D3,PEDESTRIAN,Other,NOT VISIBLE,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,12/15/2018,2018,On road,not serious/fatal,17:25:00,day,12,winter,not dart dash,pedestrian,,,weekend,County,No,0.56,North,South,1,,1,North,10,FEET,GRADE DOWNHILL,No,PEDESTRIAN,N/A,N/A,N/A,N/A,N/A,STRAIGHT,N/A,"TWO-WAY, NOT DIVIDED",MCP3139000X,F,3/4/1944,74,Adult,19+,2018-12,,,,,,,,,,,,,2959,311 - WALK AREA,311 - KEY MS REGULAR,,
0,2960,0,2960,MCP2563000V,0.000000000000000,,,,,,,,,,,,,,,,,,400F46B5-4A53-4CCD-92B2-573C9E113736,PEDESTRIAN,Cross/Enter not at Intersection,UNKNOWN,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,,FATAL INJURY,NONE,0.000000000000000,0.000000000000000,,12/14/2018,2018,On road,serious/fatal,17:19:00,day,12,winter,not dart dash,pedestrian,,,weekday,County,No,14.64,East,East,1,,1,East,50,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,N/A,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP2563000V,F,12/18/1930,88,Adult,19+,2018-12,,,,,,,,,,,,7270.000000000000000,2960,,,,
0,2961,0,2961,MCP2603002G,0.000000000000000,,,,,,,,,,,,,,,,,,6052B498-AA78-4427-8C77-340E0E65C52F,PEDESTRIAN,Unknown,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,N/A,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,12/14/2018,2018,On road,not serious/fatal,8:36:00,day,12,winter,not dart dash,pedestrian,,,weekday,County,No,0.43,South,South,0,OTHER,1,South,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP2603002G,F,2/14/1979,39,Adult,19+,2018-12,,,,,,,,,,,,7270.000000000000000,2961,,,,
0,2962,0,2962,MCP1453006R,0.000000000000000,,,,,,,,,,,,,,,,,,D4D616B4-CB3C-48AB-9715-BD00A592214D,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,OTHER,OBEYED PED. SIGNAL,MIXED CLOTHING,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,12/14/2018,2018,On road,not serious/fatal,7:19:00,day,12,winter,not dart dash,pedestrian,,,weekday,County,No,17.34,North,South,2,,3,North,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP1453006R,F,3/6/1964,54,Adult,19+,2018-12,,,,,,,,,,,,,2962,,,,
0,2963,0,2963,MCP29390030,0.000000000000000,,,,,,,,,,,,,,,,,,6963145D-B034-4AB9-952E-F40F2E189EAA,OTHER,Other,INATTENTIVE,OTHER,OTHER,N/A,,POSSIBLE INJURY,NONE,0.000000000000000,0.000000000000000,,12/13/2018,2018,Off road,not serious/fatal,14:24:00,day,12,winter,not dart dash,small wheeled thing,,,weekday,Not county,Yes,NA,,,0,,0,,NA,,,Yes,PEDESTRIAN,N/A,N/A,,,,,,,MCP29390030,F,12/31/1985,32,Adult,19+,2018-12,,,,,,,,,,,,,2963,,,,
0,2964,0,2964,MCP2799004L,0.000000000000000,,,,,,,,,,,,,,,,,,A7BDDB32-BD6D-4D15-A8C4-EDF60BBCBD15,PEDESTRIAN,Other,OTHER,SHOULDER,N/A,DARK CLOTHING,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,12/12/2018,2018,On road,not serious/fatal,0:00:00,night,12,winter,not dart dash,pedestrian,,,weekday,County,Yes,0.67,South,East,2,,2,North,500,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,NON INTERSECTION,N/A,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP2799004L,M,10/26/1992,26,Adult,19+,2018-12,,,,,,,,,,,,,2964,,,,
0,2965,1,2965,MCP2305001K,0.000000000000000,,,,,,,,,,,,,,,,,,573B6997-8571-4C18-8E0B-539C89AA4516,PEDESTRIAN,Cross/Enter at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,DISOBEYED PED. SIGNAL,DARK CLOTHING,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,12/12/2018,2018,On road,not serious/fatal,22:23:00,night,12,winter,dart dash,pedestrian,,,weekday,County,No,5.73,North,South,2,,3,North,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP2305001K,M,5/7/1977,41,Adult,19+,2018-12,,,,,,,,,,,,7270.000000000000000,2965,104 - WALK AREA,104 - SENECA VALLEY HS REGULAR,,
0,2966,4,2966,MCP2756002D,0.000000000000000,,,,,,,,,,,,,,,,,,F5D9628F-9B39-4D10-A20B-73DE6792A5D9,PEDESTRIAN,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,SIDEWALK,NO PED. SIGNAL,DARK CLOTHING,,POSSIBLE INJURY,NONE,0.000000000000000,0.000000000000000,,12/11/2018,2018,Off road,not serious/fatal,18:45:00,day,12,winter,not dart dash,pedestrian,,,weekday,Not county,No,NA,,,0,,0,,NA,,,Yes,PEDESTRIAN,N/A,N/A,,,,,,,MCP2756002D,M,1/6/2003,15,Not adult,15 to 18,2018-12,,,,,,,,,,,,,2966,790 - WALK AREA,790 - ARCOLA ES REGULAR,,
0,2967,1,2967,MCP25880055,0.000000000000000,,,,,,,,,,,,,,,,,,52D77901-A0C1-44A1-81CD-28BA35AF8178,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,UNKNOWN,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,12/11/2018,2018,On road,not serious/fatal,5:53:00,night,12,winter,not dart dash,pedestrian,,,weekday,County,No,1.97,South,West,2,,2,South,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP25880055,F,8/31/1962,56,Adult,19+,2018-12,,,,,,,,,,,,7270.000000000000000,2967,788 - WALK AREA,788 - WHEATON WOODS ES REGULAR,,
0,2968,1,2968,MCP30020030,0.000000000000000,,,,,,,,,,,,,,,,,,215681E4-2F01-48F5-A310-E076407527B4,PEDESTRIAN,Cross/Enter not at Intersection,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,,NO APPARENT INJURY,NONE,0.000000000000000,0.000000000000000,,12/10/2018,2018,On road,not serious/fatal,17:20:00,day,12,winter,not dart dash,pedestrian,,,weekday,County,No,0.18,South,North,1,,1,South,0.05,MILE,LEVEL,No,PEDESTRIAN,PEDESTRIAN,N/A,OTHER,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP30020030,M,4/3/2006,12,Not adult,12 to 14,2018-12,,,,,,,,,,,,,2968,406 - WALK AREA,406 - B-CC HS REGULAR,,
0,2969,1,2969,MCP30020030,0.000000000000000,,,,,,,,,,,,,,,,,,EF4FEA7C-2502-40EA-8234-FE6B876B3F19,PEDESTRIAN,Cross/Enter not at Intersection,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,,SUSPECTED MINOR INJURY,NONE,0.000000000000000,0.000000000000000,,12/10/2018,2018,On road,not serious/fatal,17:20:00,day,12,winter,not dart dash,pedestrian,,,weekday,County,No,0.18,South,North,1,,1,South,0.05,MILE,LEVEL,No,PEDESTRIAN,PEDESTRIAN,N/A,OTHER,N/A,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP30020030,F,5/17/1962,56,Adult,19+,2018-12,,,,,,,,,,,,,2969,406 - WALK AREA,406 - B-CC HS REGULAR,,
0,2970,2,2970,MCP2995003V,0.000000000000000,,,,,,,,,,,,,,,,,,09CC9F14-A5A8-4503-A90C-E06B77C00D15,PEDESTRIAN,Getting off/on Vehicle,DART DASH,ON ROADWAY NOT AT CROSSWALK,N/A,DARK CLOTHING,,SUSPECTED SERIOUS INJURY,N/A,0.000000000000000,0.000000000000000,,12/9/2018,2018,On road,serious/fatal,21:45:00,night,12,winter,dart dash,pedestrian,,,weekend,County,No,6.64,North,South,1,,3,South,150,FEET,GRADE DOWNHILL,No,PEDESTRIAN,N/A,N/A,OTHER,OTHER,N/A,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",MCP2995003V,M,1/10/1962,56,Adult,19+,2018-12,,,,,,,,,,,,,2970,797 - WALK AREA,797 - HARMONY HILLS ES REGULAR,,
0,2971,2,2971,MCP29310036,0.000000000000000,,,,,,,,,,,,,,,,,,D8C135A1-3072-400F-BC4D-3375C2CE11F1,PEDESTRIAN,Other,IN ROADWAY IMPROPERLY,OTHER,N/A,DARK CLOTHING,,POSSIBLE INJURY,N/A,0.000000000000000,0.000000000000000,,12/9/2018,2018,Off road,not serious/fatal,20:24:00,day,12,winter,not dart dash,pedestrian,,,weekend,Not county,Yes,NA,,,0,,0,,NA,,,Yes,PEDESTRIAN,N/A,N/A,,,,,,,MCP29310036,M,1/15/1973,45,Adult,19+,2018-12,,,,,,,,,,,,,2971,212 - WALK AREA,212 - MEADOW HALL ES REGULAR,,
0,2972,3,2972,MCP3078002L,0.000000000000000,,,,,,,,,,,,,,,,,,D456826E-F980-45C2-880C-0ACE34EE5999,PEDESTRIAN,Standing,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,REFLECTIVE MATERIAL,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,12/8/2018,2018,Off road,not serious/fatal,2:23:00,night,12,winter,not dart dash,pedestrian,,,weekend,Not county,Yes,NA,,,0,,0,,NA,,,Yes,OTHER VEHICLE,PEDESTRIAN,N/A,,,,,,,MCP3078002L,M,3/27/1990,28,Adult,19+,2018-12,,,,,,,,,,,,,2972,767 - WALK AREA,767 - GLEN HAVEN ES REGULAR,,
0,2973,0,2973,MCP3078002K,0.000000000000000,,,,,,,,,,,,,,,,,,D6B33432-EC18-4174-B174-97DAD4F10B26,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,,SUSPECTED MINOR INJURY,N/A,0.000000000000000,0.000000000000000,,12/8/2018,2018,On road,not serious/fatal,21:35:00,night,12,winter,not dart dash,pedestrian,,,weekend,Not county,No,7,North,South,0,RIGHT TURN LANE,2,North,0,FEET,LEVEL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,FOUR-WAY INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",MCP3078002K,F,1/24/1984,34,Adult,19+,2018-12,,,,,,,,,,,,,2973,,,,
0,2974,3,2974,MCP3074002W,0.000000000000000,,,,,,,,,,,,,,,,,,E20863AE-0C17-4DCA-8A6B-4458C1719819,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,,POSSIBLE INJURY,NONE,0.000000000000000,0.000000000000000,,12/7/2018,2018,On road,not serious/fatal,8:04:00,day,12,winter,not dart dash,pedestrian,,,weekday,County,Yes,0.06,West,East,1,,2,West,0,FEET,HILL UPHILL,No,PEDESTRIAN,N/A,N/A,INTERSECTION,T-INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP3074002W,M,8/23/2003,15,Not adult,15 to 18,2018-12,,,,,,,,,,,,,2974,761 - WALK AREA,761 - PINE CREST ES REGULAR,,
0,2975,1,2975,MCP28590065,0.000000000000000,,,,,,,,,,,,,,,,,,41BCD5DD-7889-41B6-8C04-69576DA1463E,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,,POSSIBLE INJURY,NONE,0.000000000000000,0.000000000000000,,12/7/2018,2018,On road,not serious/fatal,7:10:00,day,12,winter,not dart dash,pedestrian,,,weekday,Not county,Yes,0,South,North,1,,1,South,0,FEET,HILL CREST,No,PEDESTRIAN,N/A,N/A,INTERSECTION,T-INTERSECTION,INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",MCP28590065,F,12/31/2003,14,Not adult,12 to 14,2018-12,,,,,,,,,,,,7270.000000000000000,2975,566 - WALK AREA,566 - FIELDS ROAD ES REGULAR,,
